name,url,rate,delivery,sale,price
OR DIY 5D Diamond Painting Deer Pattern Resin Cross Stitch Craft Home Decor D197 multi-color,https://www.jumia.com.eg//ar/generic-or-diy-5d-diamond-painting-deer-pattern-resin-cross-stitch-craft-home-decor-d197-multi-color-16399177.html,0 out of 5,جنيه 116.82,68%,جنيه 536.00
Sarcomisr وحدة تليفزيون 160*40*45 اسود * اخضر,https://www.jumia.com.eg//ar/sarcomisr-tv-unit-160x40x45-blackgreen-38653024.html,0 out of 5,جنيه 172.14,20%,"جنيه 2,500.00"
Food Storage Container Square Kitchen Storage Box,https://www.jumia.com.eg//ar/generic-food-storage-container-square-kitchen-storage-box-37612647.html,0 out of 5,جنيه 317.30,50%,"جنيه 1,431.68"
Rango ركنة سرير - رمادي,https://www.jumia.com.eg//ar/corner-bed-260190-cm-maroon-rango-mpg888486.html,3.5 out of 5,جنيه 172.14,8%,"جنيه 6,000.00"
كرسى مكتب اسود ايطالى,https://www.jumia.com.eg//ar/generic-office-chair-black-28196370.html,0 out of 5,جنيه 52.44,65%,جنيه 999.00
5PC Heavy Duty Furniture Mover for Home Shop Lifting Moving Furniture Sliders Kit Hand Transport Tool Load 440 / 660 Lbs,https://www.jumia.com.eg//ar/generic-5pc-heavy-duty-furniture-mover-for-home-shop-lifting-moving-furniture-sliders-kit-hand-transport-tool-load-440-660-lbs-31797426.html,0 out of 5,جنيه 833.72,49%,"جنيه 4,117.28"
Metal Chair - Black,https://www.jumia.com.eg//ar/generic-metal-chair-black-28072100.html,0 out of 5,جنيه 52.44,33%,جنيه 750.00
غطاء ديكوري لبواط الكهرباء,https://www.jumia.com.eg//ar/generic-decorative-junction-box-cover-20885790.html,5 out of 5,جنيه 172.14,0%,جنيه 150.00
مكتبه تليفزيون 160*40*40 سم,https://www.jumia.com.eg//ar/generic-modern-t.v-unit-1604040-cm-38918270.html,0 out of 5,جنيه 52.44,47%,"جنيه 7,500.00"
Rango كنبة سرير- رانجو,https://www.jumia.com.eg//ar/rango-sofa-bed-rango-25306300.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
3D Kitten Puppy Broken Wall Decoration Sticker Bathroom Toilet Stickers Multicolor,https://www.jumia.com.eg//ar/generic-3d-kitten-puppy-broken-wall-decoration-sticker-bathroom-toilet-stickers-multicolor-17903233.html,0 out of 5,جنيه 72.42,84%,جنيه 334.00
هوم جاليري مكتب 75x40x90 أبيض,https://www.jumia.com.eg//ar/generic-home-gallery-office-desk-75x40x90-white-26929346.html,0 out of 5,جنيه 22.23,17%,"جنيه 3,018.00"
شازلونج مودرن 160*75*75 سم,https://www.jumia.com.eg//ar/generic-modern-chaise-lounges-1607575-cm-41364380.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,400.00"
Large Inflatable Sofa Chair Bean Bag Flocking PVC Garden,https://www.jumia.com.eg//ar/generic-large-inflatable-sofa-chair-bean-bag-flocking-pvc-garden-37175394.html,0 out of 5,جنيه 529.07,40%,"جنيه 2,352.96"
Cozy كوزي بين باج تاج بوف (80*60*60),https://www.jumia.com.eg//ar/cozy-taj-buff-806060-red-41379388.html,0 out of 5,جنيه 52.44,0%,جنيه 450.00
هوم جاليري طاولة خشب طبيعي 50X45X45 بيج,https://www.jumia.com.eg//ar/generic-home-gallery-natural-wood-table-50x45x45-beige-40745548.html,0 out of 5,جنيه 172.14,17%,"جنيه 2,106.00"
هوم جاليري كرسي خشب طبيعي 80X70X80 أزرق,https://www.jumia.com.eg//ar/generic-home-gallery-natural-wood-chair-80x70x80-blue-40747002.html,0 out of 5,جنيه 52.44,17%,"جنيه 7,902.00"
Cozy كوزى كومفى بين باج (80*55*50),https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278039.html,0 out of 5,جنيه 52.44,0%,جنيه 499.00
Cozy كوزى كومفى بين باج (80*55*50),https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278046.html,0 out of 5,جنيه 52.44,0%,جنيه 499.00
Bed Desk Table Couch Stand Holder,https://www.jumia.com.eg//ar/generic-gold-replacement-furniture-legs-couchsofa-leg-bed-riser-12cm-golden-22295045.html,0 out of 5,جنيه 266.12,29%,جنيه 356.00
OR 5D DIY X08253 Handmade Full Diamond Painting Cross Stitch Embroidery Decor colorful,https://www.jumia.com.eg//ar/generic-or-5d-diy-x08253-handmade-full-diamond-painting-cross-stitch-embroidery-decor-colorful-16397407.html,0 out of 5,جنيه 115.71,68%,جنيه 527.00
General كومدينو مودرن من او ل لاجشرى,https://www.jumia.com.eg//ar/general-all-luxury-nightstand-ll-xx-31690830.html,0 out of 5,جنيه 52.44,30%,"جنيه 3,000.00"
Manual Meat Grinder & Sausage Noodle Dishes Handheld Making Gadgets Mincer,https://www.jumia.com.eg//ar/generic-manual-meat-grinder-sausage-noodle-dishes-handheld-making-gadgets-mincer-19580942.html,0 out of 5,جنيه 429.47,17%,"جنيه 1,233.00"
OR W045 Small House Pattern DIY Embroidery Diamond Painting Cross Stitch Picture multi-color mixed,https://www.jumia.com.eg//ar/generic-or-w045-small-house-pattern-diy-embroidery-diamond-painting-cross-stitch-picture-multi-color-mixed-16397741.html,0 out of 5,جنيه 118.67,68%,جنيه 551.00
"Gold Stamping Pillow Case Sofa Cushion Pillow Holder Home Decorations, No Pillow Core, Size: 45x45cm(GOLD001-19)",https://www.jumia.com.eg//ar/generic-gold-stamping-pillow-case-sofa-cushion-pillow-holder-home-decorations-no-pillow-core-size-45x45cmgold001-19-23247890.html,0 out of 5,جنيه 144.57,38%,جنيه 399.00
Beroia وحدة حمام,https://www.jumia.com.eg//ar/beroia-bathroom-unit-27266763.html,0 out of 5,جنيه 52.44,0%,"جنيه 4,850.00"
Jacquard Sofa Cover 2 Seater Stretch Elastic Stretch,https://www.jumia.com.eg//ar/generic-jacquard-sofa-cover-2-seater-stretch-elastic-stretch-34478093.html,0 out of 5,جنيه 627.96,49%,"جنيه 3,033.22"
Wall Mounted Shower Seat Bathroom Shower Folding Seat Folding Beach Bath Shower Stool Toilet Shower Chair,https://www.jumia.com.eg//ar/generic-wall-mounted-shower-seat-bathroom-shower-folding-seat-folding-beach-bath-shower-stool-toilet-shower-chair-31406771.html,0 out of 5,جنيه 993.96,48%,"جنيه 4,860.18"
Penguin  بوف أسطواني سطح كابتونيه - صغير قطيفة 30*40 - أزرق,https://www.jumia.com.eg//ar/penguin-capitone-round-plush-puff-small-plush-3040-blue-38581494.html,0 out of 5,جنيه 52.44,13%,جنيه 286.00
ستار بلس,https://www.jumia.com.eg//ar/generic-star-plus-40551216.html,0 out of 5,جنيه 172.14,0%,"جنيه 6,450.00"
Artistico مكتب معدني - 120 سم,https://www.jumia.com.eg//ar/artistico-metal-desk-120-cm-19200225.html,4.3 out of 5,جنيه 52.44,17%,"جنيه 3,000.00"
"Embroidered Retro Home Sofa Cushion Pillow Cover, Size:48*48cm Without Core(Coffe)",https://www.jumia.com.eg//ar/generic-embroidered-retro-home-sofa-cushion-pillow-cover-size4848cm-without-corecoffe-23237866.html,0 out of 5,جنيه 251.87,33%,جنيه 799.00
"Gold Stamping Pillow Case Sofa Cushion Pillow Holder Home Decorations, No Pillow Core, Size: 45x45cm(GOLD001-6)",https://www.jumia.com.eg//ar/generic-gold-stamping-pillow-case-sofa-cushion-pillow-holder-home-decorations-no-pillow-core-size-45x45cmgold001-6-23248352.html,0 out of 5,جنيه 144.57,38%,جنيه 399.00
كرسي راتان بيج,https://www.jumia.com.eg//ar/rattan-chair-beige-generic-mpg811019.html,5 out of 5,جنيه 10.83,17%,جنيه 900.00
KL-1-14 Glitter Sequins Sofa Throw Pillow Cover For Home Decoration Sofa Cushion Case(Pink),https://www.jumia.com.eg//ar/generic-kl-1-14-glitter-sequins-sofa-throw-pillow-cover-for-home-decoration-sofa-cushion-casepink-23244424.html,0 out of 5,جنيه 155.67,30%,جنيه 399.00
Glass Honey Jar Glass Honey Pot with Dipper & Lid Jar,https://www.jumia.com.eg//ar/generic-glass-honey-jar-glass-honey-pot-with-dipper-lid-jar-30357313.html,0 out of 5,جنيه 191.93,50%,جنيه 754.00
Epoch Sylvanian Families Room set Big house with red roof Recommended furniture set Se-194,https://www.jumia.com.eg//ar/epoch-sylvanian-families-room-set-big-house-with-red-roof-recommended-furniture-set-se-194-28220688.html,0 out of 5,جنيه 448.91,0%,"جنيه 1,184.00"
Rango كنبة سرير 3*1 اسود,https://www.jumia.com.eg//ar/rango-31-sofa-bed-black-20800074.html,4 out of 5,جنيه 172.14,18%,"جنيه 4,000.00"
طقطوقة فيونكة خشب قطر 40 سم,https://www.jumia.com.eg//ar/generic-wood-bow-tie-diameter-40-cm-28222153.html,0 out of 5,جنيه 172.14,18%,جنيه 900.00
سريركابتونيه مودرن خشب  160*195 سم,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120160195-cm-29237141.html,0 out of 5,جنيه 172.14,0%,"جنيه 6,000.00"
Domino Mold Mold Domino Mold For Resin 28 Cavities Silicone,https://www.jumia.com.eg//ar/generic-domino-mold-mold-domino-mold-for-resin-28-cavities-silicone-37617638.html,0 out of 5,جنيه 366.91,50%,"جنيه 1,699.84"
Homztown Large Beanbag Blue,https://www.jumia.com.eg//ar/homztown-large-beanbag-blue-23110173.html,0 out of 5,جنيه 52.44,37%,"جنيه 1,150.00"
هوم جاليري مكتب قابل للطي مثبت علي الحائط 120 x 60 cm بيج,https://www.jumia.com.eg//ar/generic-home-gallery-wall-mounted-folding-drop-leaf-desk-120-x-60-cm-beige-x-white-40751954.html,0 out of 5,جنيه 52.44,17%,جنيه 894.00
Global مرتبة ميلانو بيد - عرض 150 - إرتفاع 28سم,https://www.jumia.com.eg//ar/global-milano-bed-mattress-width-150-height-28-cm-29535489.html,0 out of 5,جنيه 172.14,0%,"جنيه 4,220.00"
"Embroidered Retro Home Sofa Cushion Pillow Cover, Size:58*58cm Without Core(Light Coffee)",https://www.jumia.com.eg//ar/generic-embroidered-retro-home-sofa-cushion-pillow-cover-size5858cm-without-corelight-coffee-23238096.html,0 out of 5,جنيه 266.67,36%,جنيه 899.00
Home-Universal Modern Sofa Furniture Seats Mat Cotton Non-Slip Cover Pad 90*160cm Croatia Style,https://www.jumia.com.eg//ar/generic-home-universal-modern-sofa-furniture-seats-mat-cotton-non-slip-cover-pad-90160cm-croatia-style-9770897.html,0 out of 5,جنيه 785.23,24%,"جنيه 2,183.00"
Keyboard Protection Webcam Cover Screen Light Red+Black,https://www.jumia.com.eg//ar/generic-keyboard-protection-webcam-cover-screen-light-redblack-27031425.html,0 out of 5,جنيه 71.88,29%,جنيه 231.00
Rango Bed Sofa - 120 *190 Cm -  Teal,https://www.jumia.com.eg//ar/rango-bed-sofa-120-190-cm-teal-18974972.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
"Formula Dispenser, Non-Spill Baby Milk Powder Dispenser and Snack Cup, Baby Food Storage Container (Yellow)",https://www.jumia.com.eg//ar/generic-formula-dispenser-non-spill-baby-milk-powder-dispenser-and-snack-cup-baby-food-storage-container-yellow-32112605.html,0 out of 5,جنيه 86.30,46%,جنيه 170.24
Elegant Hand Painted Modern Vitrine - Classic French Style - Off White,https://www.jumia.com.eg//ar/generic-elegant-hand-painted-modern-vitrine-classic-french-style-off-white-30319555.html,0 out of 5,جنيه 52.44,0%,"جنيه 8,500.00"
"Home Cushion Pillow Can Be Washed Without Core Heart-shaped Pillowcase, Size: 40x50cm(Brown)",https://www.jumia.com.eg//ar/generic-home-cushion-pillow-can-be-washed-without-core-heart-shaped-pillowcase-size-40x50cmbrown-23240086.html,0 out of 5,جنيه 296.27,34%,جنيه 999.00
"Home Cushion Pillow Can Be Washed Without Core Heart-shaped Pillowcase, Size: 40x50cm(Red Wine)",https://www.jumia.com.eg//ar/generic-home-cushion-pillow-can-be-washed-without-core-heart-shaped-pillowcase-size-40x50cmred-wine-23239929.html,0 out of 5,جنيه 296.27,34%,جنيه 999.00
"Embroidered Retro Home Sofa Cushion Pillow Cover, Size:58*58cm Without Core(Coffe)",https://www.jumia.com.eg//ar/generic-embroidered-retro-home-sofa-cushion-pillow-cover-size5858cm-without-corecoffe-23238043.html,0 out of 5,جنيه 266.67,36%,جنيه 899.00
Small Tension Rods For Cabinets Cupboard Bars For RV,https://www.jumia.com.eg//ar/generic-small-tension-rods-for-cabinets-cupboard-bars-for-rv-37590775.html,0 out of 5,جنيه 257.98,50%,"جنيه 1,111.04"
KL-1-14 Glitter Sequins Sofa Throw Pillow Cover For Home Decoration Sofa Cushion Case(Champagne),https://www.jumia.com.eg//ar/generic-kl-1-14-glitter-sequins-sofa-throw-pillow-cover-for-home-decoration-sofa-cushion-casechampagne-23244341.html,0 out of 5,جنيه 155.67,30%,جنيه 399.00
"Home Cushion Pillow Can Be Washed Without Core Heart-shaped Pillowcase, Size: 40x50cm(Pink)",https://www.jumia.com.eg//ar/generic-home-cushion-pillow-can-be-washed-without-core-heart-shaped-pillowcase-size-40x50cmpink-23239498.html,0 out of 5,جنيه 296.27,34%,جنيه 999.00
"Gold Stamping Pillow Case Sofa Cushion Pillow Holder Home Decorations, No Pillow Core, Size: 45x45cm(GOLD001-3)",https://www.jumia.com.eg//ar/generic-gold-stamping-pillow-case-sofa-cushion-pillow-holder-home-decorations-no-pillow-core-size-45x45cmgold001-3-23248066.html,0 out of 5,جنيه 144.57,38%,جنيه 399.00
KL-1-14 Glitter Sequins Sofa Throw Pillow Cover For Home Decoration Sofa Cushion Case(Coffee),https://www.jumia.com.eg//ar/generic-kl-1-14-glitter-sequins-sofa-throw-pillow-cover-for-home-decoration-sofa-cushion-casecoffee-23244249.html,0 out of 5,جنيه 155.67,30%,جنيه 399.00
3 Pairs Toilet Seat Hinges Set With Fittings Screws For,https://www.jumia.com.eg//ar/generic-3-pairs-toilet-seat-hinges-set-with-fittings-screws-for-36612528.html,0 out of 5,جنيه 399.50,44%,"جنيه 1,688.00"
Rango كنبة سرير- سوبر رانجو,https://www.jumia.com.eg//ar/rango-sofa-bed-super-22454214.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
مكتب منزلي بدرج واحد,https://www.jumia.com.eg//ar/generic-modern-home-desk-with-one-drawer-39153431.html,0 out of 5,جنيه 52.44,0%,"جنيه 2,130.00"
3 Pairs Toilet Seat Hinges Set With Fittings Screws For,https://www.jumia.com.eg//ar/generic-3-pairs-toilet-seat-hinges-set-with-fittings-screws-for-36612528.html,0 out of 5,جنيه 399.50,44%,"جنيه 1,688.00"
Rango كنبة سرير- سوبر رانجو,https://www.jumia.com.eg//ar/rango-sofa-bed-super-22454214.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
مكتب منزلي بدرج واحد,https://www.jumia.com.eg//ar/generic-modern-home-desk-with-one-drawer-39153431.html,0 out of 5,جنيه 52.44,0%,"جنيه 2,130.00"
Chair Armrest Pads Soft Memory Foam Elbow Pillow Support Fit For Most Chairs,https://www.jumia.com.eg//ar/chair-armrest-pads-soft-memory-foam-elbow-pillow-support-fit-for-most-chairs-allwin-mpg226557.html,2 out of 5,جنيه 187.49,52%,جنيه 755.00
Coffee Tamper Adjustable Depth with Scale 30Lb Espresso,https://www.jumia.com.eg//ar/generic-coffee-tamper-adjustable-depth-with-scale-30lb-espresso-38393382.html,0 out of 5,جنيه 430.77,50%,"جنيه 1,398.00"
Coconut Bowl Decoration Fruit Salad Noodle Rice Bowl Wooden,https://www.jumia.com.eg//ar/generic-coconut-bowl-decoration-fruit-salad-noodle-rice-bowl-wooden-37619567.html,0 out of 5,جنيه 179.84,50%,جنيه 688.64
90*40*75 -  مكتب منزلي للدراسه - ابيض,https://www.jumia.com.eg//ar/generic-home-studying-office-90x40x75-white-38826855.html,0 out of 5,جنيه 172.14,53%,"جنيه 2,000.00"
General Home  Studying Desk - 90x80x40 -  White,https://www.jumia.com.eg//ar/general-home-studying-desk-90x80x40-white-38484244.html,0 out of 5,جنيه 172.14,39%,"جنيه 1,300.00"
"10 Pcs 2020 Aluminum Corner Bracket, L Shape Right Angle",https://www.jumia.com.eg//ar/generic-10-pcs-2020-aluminum-corner-bracket-l-shape-right-angle-33613078.html,0 out of 5,جنيه 96.07,47%,جنيه 221.64
Star Curtains Stars Blackout Curtains For Kids Girls,https://www.jumia.com.eg//ar/generic-star-curtains-stars-blackout-curtains-for-kids-girls-20250805.html,0 out of 5,جنيه 375.08,50%,"جنيه 1,744.00"
اوبشن مطبخ عبارة عن صنية فردى مميزة بالاضافة الى كوستر خشبى بالاضافة الى طبق خماسي 5*1  وبانورة خشبية,https://www.jumia.com.eg//ar/generic-individual-traywooden-coaster5-1-pentagonal-platewooden-panoora-36703853.html,0 out of 5,جنيه 172.14,18%,جنيه 640.00
JINHAO SHAKR Series Plastic Fountain Pen 0.38mm,https://www.jumia.com.eg//ar/generic-jinhao-shakr-series-plastic-fountain-pen-0.38mm-33602053.html,0 out of 5,جنيه 68.60,45%,جنيه 79.60
Penguin Group بين باج ريلاكس ووتر بروف - 104*70 - أصفر,https://www.jumia.com.eg//ar/penguin-group-relax-bean-bag-waterproof-10470-yellow-22976290.html,5 out of 5,جنيه 52.44,13%,"جنيه 1,610.00"
"Picnic Accessories, Garden Hammock , Heavy Duty Parachute Fabric, Hanging Bed, Blue",https://www.jumia.com.eg//ar/generic-picnic-accessories-garden-hammock-heavy-duty-parachute-fabric-hanging-bed-blue-31351233.html,0 out of 5,جنيه 382.94,49%,"جنيه 1,741.73"
اريكة وكرسي قابل للنفخ / كرسي هوائي بين باج للاسترخاء مع مسند للقدم,https://www.jumia.com.eg//ar/generic-bean-bag-air-chair-with-footrest-40146585.html,0 out of 5,جنيه 52.44,36%,"جنيه 1,555.00"
طقطوقة مربعة خشب برجل مشطوفة   مقاس65*45*40 سم ,https://www.jumia.com.eg//ar/generic-square-wood-with-beveled-legs-size-65-45-40-cm-28222154.html,0 out of 5,جنيه 172.14,20%,جنيه 900.00
Bird Parrot Toys Wooden Hanging Swing Hammock Pet Cage,https://www.jumia.com.eg//ar/generic-bird-parrot-toys-wooden-hanging-swing-hammock-pet-cage-30292991.html,0 out of 5,جنيه 267.04,50%,"جنيه 1,160.00"
Rango كنبة سرير-كحلي × اصفر-120*200سم,https://www.jumia.com.eg//ar/rango-bed-sofa-dark-blue-yellow-120200-cm-18183758.html,4 out of 5,جنيه 172.14,9%,"جنيه 5,500.00"
Tema Home  Studying Desk - 90x75x40 -  White,https://www.jumia.com.eg//ar/tema-home-studying-desk-90x75x40-white-38560308.html,0 out of 5,جنيه 172.14,51%,"جنيه 1,750.00"
Rango Sofa Bed - 120x190 cm + Ottoman - 40x40cm,https://www.jumia.com.eg//ar/sofa-bed-120x190-cm-ottoman-40x40cm-rango-mpg707989.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
Rango سوبر كنبة سرير- بني,https://www.jumia.com.eg//ar/rango-super-sofa-bed-brown-16554183.html,4 out of 5,جنيه 172.14,11%,"جنيه 4,500.00"
Bean2GO جراند بين باج ووتربرووف من بين توجو - بنفسجي,https://www.jumia.com.eg//ar/bean2go-grand-pvc-beanbag-by-bean2go-purple-31837876.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,199.00"
Artistico وحده تلفزيون عاليه الجوده 120سم,https://www.jumia.com.eg//ar/artistico-high-quality-tv-unit-120-cm-22425152.html,0 out of 5,جنيه 172.14,30%,"جنيه 5,000.00"
Penguin Group  بين باج كومفورت ووتر بروف - 70*95 - أحمر,https://www.jumia.com.eg//ar/penguin-group-comfort-bean-bag-waterproof-7095-red-22976272.html,0 out of 5,جنيه 52.44,13%,"جنيه 1,035.00"
Table Football Football Game Table Football Machine Plastic,https://www.jumia.com.eg//ar/generic-table-football-football-game-table-football-machine-plastic-30238707.html,0 out of 5,جنيه 170.55,40%,جنيه 725.12
Bean2GO بوف بين باج قماش من بين توجو - رمضان,https://www.jumia.com.eg//ar/bean2go-toddy-fabric-beanbag-puff-by-bean2go-ramdan-39653850.html,0 out of 5,جنيه 52.44,42%,جنيه 600.00
Round Braided Placemats Set Of 6 Jute Handmade 7 Inch Heat,https://www.jumia.com.eg//ar/generic-round-braided-placemats-set-of-6-jute-handmade-7-inch-heat-37615323.html,0 out of 5,جنيه 294.80,50%,"جنيه 1,310.08"
باكم كرسي,https://www.jumia.com.eg//ar/generic-hydrolic-metal-wheelchair-black-38754686.html,0 out of 5,جنيه 52.44,16%,جنيه 450.00
2 In 1 Matching Letter Game Number Math Counting Alphabet,https://www.jumia.com.eg//ar/generic-2-in-1-matching-letter-game-number-math-counting-alphabet-23883218.html,0 out of 5,جنيه 151.43,50%,جنيه 760.00
ترابيزة تليفزيون 120*30*45 سم,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38827667.html,0 out of 5,جنيه 172.14,72%,"جنيه 3,000.00"
10Pcs Decorative Knob Ceramic Knobs Pull Tool With Mounting,https://www.jumia.com.eg//ar/generic-10pcs-decorative-knob-ceramic-knobs-pull-tool-with-mounting-33592369.html,0 out of 5,جنيه 265.43,47%,"جنيه 1,082.45"
Safeer سفير كرسى كلاسيكو - كرسى ذو زراعين - رجل بلاستك - اسود,https://www.jumia.com.eg//ar/safeer-classico-chair-armchair-plastic-leg-black-41341848.html,0 out of 5,جنيه 52.44,0%,جنيه 275.00
Safeer سفير تربيزه بيتش - طاولة قابلة للطى - رجل بلاستك - اسود,https://www.jumia.com.eg//ar/safeer-beach-table-folding-table-plastic-leg-black-41341738.html,0 out of 5,جنيه 172.14,0%,جنيه 259.00
Waiting Chair,https://www.jumia.com.eg//ar/generic-waiting-chair-31741444.html,0 out of 5,جنيه 52.44,34%,جنيه 555.00
Coffee Table - 35*45*55 Cm - Brown,https://www.jumia.com.eg//ar/generic-coffee-table-354555-cm-brown-2603313.html,0 out of 5,جنيه 172.14,0%,"جنيه 1,850.00"
Modern Home Office Desk - 90*40 - White/Red,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-whitered-38652249.html,0 out of 5,جنيه 52.44,53%,"جنيه 2,000.00"
Childs Kids Chef Hat Apron Cooking Baking Boy Girl Chefs,https://www.jumia.com.eg//ar/generic-childs-kids-chef-hat-apron-cooking-baking-boy-girl-chefs-37666864.html,0 out of 5,جنيه 109.63,50%,جنيه 309.12
Round Spiral Drying Rack Multifunction Quilt Blanket Clothes Hanger,https://www.jumia.com.eg//ar/generic-round-spiral-drying-rack-multifunction-quilt-blanket-clothes-hanger-38472741.html,0 out of 5,جنيه 466.43,49%,"جنيه 2,181.79"
Seafood Tool Crab Crackers Picks Spoons Stainless Steel,https://www.jumia.com.eg//ar/generic-seafood-tool-crab-crackers-picks-spoons-stainless-steel-37615975.html,0 out of 5,جنيه 107.61,50%,جنيه 298.24
Rango ركنة سرير - رمادي,https://www.jumia.com.eg//ar/rango-corner-bed-grey-18845867.html,1 out of 5,جنيه 172.14,21%,"جنيه 7,000.00"
100 X Paper Cake Cup Cupcake Cases Liners Muffin Kitchen,https://www.jumia.com.eg//ar/generic-100-x-paper-cake-cup-cupcake-cases-liners-muffin-kitchen-37614010.html,0 out of 5,جنيه 83.70,50%,جنيه 168.96
"Baking Cups, 200-Piece Tulip Cake Cup Liner Baking Paper",https://www.jumia.com.eg//ar/generic-baking-cups-200-piece-tulip-cake-cup-liner-baking-paper-37617324.html,0 out of 5,جنيه 204.35,50%,جنيه 821.12
Jewelry Box Mini Stud Earrings Rings Makeup,https://www.jumia.com.eg//ar/generic-jewelry-box-mini-stud-earrings-rings-makeup-30360191.html,0 out of 5,جنيه 175.28,50%,جنيه 664.00
Artistico مكتب بيزك 120 سم,https://www.jumia.com.eg//ar/artistico-free-basic-desk-120-cm-17342479.html,5 out of 5,جنيه 52.44,8%,"جنيه 4,000.00"
Rango شازلونج 3×1-رمادي,https://www.jumia.com.eg//ar/rango-chaise-lounges-3-1-gray-18845870.html,4 out of 5,جنيه 172.14,17%,"جنيه 3,000.00"
Adjustable Anti-Shake Bed Frame Tool,https://www.jumia.com.eg//ar/generic-adjustable-threaded-bed-frame-anti-shake-tool-bed-headboard-stopper-22799054.html,0 out of 5,جنيه 237.26,33%,جنيه 211.00 - جنيه 437.00
Tenwin Corner Table Dust Vacuum Cleaner Sweeper Portable,https://www.jumia.com.eg//ar/generic-tenwin-corner-table-dust-vacuum-cleaner-sweeper-portable-37672312.html,0 out of 5,جنيه 173.21,50%,جنيه 652.80
Dog Toothbrush Chew Toys for Aggressive Chewers,https://www.jumia.com.eg//ar/generic-dog-toothbrush-chew-toys-for-aggressive-chewers-35597195.html,0 out of 5,جنيه 202.69,35%,جنيه 629.44
Cozy كوزي تاج بوف بين باج(105*70*50),https://www.jumia.com.eg//ar/cozy-cozybeanbag-10570-gray-40429420.html,0 out of 5,جنيه 52.44,0%,جنيه 750.00
كرسي صيد للتخييم قابل للسحب..,https://www.jumia.com.eg//ar/generic-portable-retractable-stool..-40814350.html,0 out of 5,جنيه 52.44,0%,جنيه 299.00
ترابيزة برخامة بيج,https://www.jumia.com.eg//ar/generic-coffee-table-with-beige-marble-20821820.html,0 out of 5,جنيه 172.14,0%,"جنيه 1,075.00"
Rango كنبة سرير 3*1 نبيتي,https://www.jumia.com.eg//ar/rango-31-sofa-bed-maroon-16859119.html,0 out of 5,جنيه 172.14,18%,"جنيه 4,000.00"
Homztown دوت بين باج,https://www.jumia.com.eg//ar/homztown-dot-beanbag-pink-24250284.html,0 out of 5,جنيه 52.44,0%,جنيه 270.00
Habitat هابيتات (قطن) - 160*195 - مرتبة سوسست متصلة - ارتفاع : 23 سم,https://www.jumia.com.eg//ar/habitat-cotton-pocket-spring-mattress-160x195-height-23-cm-33193828.html,0 out of 5,جنيه 172.14,0%,"جنيه 5,042.00"
El Helal W El Negma طاولة ترابيزة كارمن مربعة مقاس 60×60 سم من الهلال والنجمة الذهبية - بلاستيك احمر,https://www.jumia.com.eg//ar/el-helal-w-el-negma-carmen-square-table-60x60-cm-red-22829368.html,0 out of 5,جنيه 172.14,0%,جنيه 495.00
USB Electric Garlic Masher Mini Food Chopper Garlic Blender,https://www.jumia.com.eg//ar/generic-usb-electric-garlic-masher-mini-food-chopper-garlic-blender-37619344.html,0 out of 5,جنيه 301.32,50%,"جنيه 1,345.28"
Universal Swivel Computer Chair Cover Stretch Office Armchair Protector Seat Decoration(Chair Is Not Included) CUI,https://www.jumia.com.eg//ar/universal-swivel-computer-chair-cover-stretch-office-armchair-protector-seat-decorationchair-is-not-included-cui-15715947.html,0 out of 5,جنيه 632.60,20%,"جنيه 1,960.00"
حامل مفاتيح بني,https://www.jumia.com.eg//ar/generic-keychain-holder-brown-20821819.html,0 out of 5,جنيه 52.44,0%,جنيه 420.00
Soft Baby Kids Play Mat Fluffy Area Floor Rug Carpet Game Gym Activity Blanket CUI,https://www.jumia.com.eg//ar/generic-soft-baby-kids-play-mat-fluffy-area-floor-rug-carpet-game-gym-activity-blanket-cui-15717204.html,0 out of 5,جنيه 760.44,20%,"جنيه 1,988.00"
"Culinary Drawing Decorating Spoon Set, 2 Pcs Saucier",https://www.jumia.com.eg//ar/generic-culinary-drawing-decorating-spoon-set-2-pcs-saucier-37618604.html,0 out of 5,جنيه 89.03,50%,جنيه 197.76
Cosmoplast Folding Chair - White,https://www.jumia.com.eg//ar/cosmoplast-folding-chair-white-28196412.html,0 out of 5,جنيه 52.44,0%,جنيه 888.00
"Mat Household Living Room Carpet , Size: 90cm",https://www.jumia.com.eg//ar/generic-mat-household-living-room-carpet-size-90cm-34760836.html,0 out of 5,جنيه 782.27,30%,"جنيه 2,355.00"
هوم جاليري طاولات قهوة 45x80x60 أبيض × بيج,https://www.jumia.com.eg//ar/generic-home-gallery-coffee-tables-45x80x60-white-x-brown-26929508.html,0 out of 5,جنيه 172.14,17%,"جنيه 2,376.00"
